image_path,image_name,label,confidence,notes
Spinal-AI2024-subset1/000170.jpg,000170.jpg,,,
Spinal-AI2024-subset1/000171.jpg,000171.jpg,,,
Spinal-AI2024-subset1/000172.jpg,000172.jpg,,,
Spinal-AI2024-subset1/000173.jpg,000173.jpg,,,
Spinal-AI2024-subset1/000174.jpg,000174.jpg,,,
Spinal-AI2024-subset1/000175.jpg,000175.jpg,,,
Spinal-AI2024-subset1/000176.jpg,000176.jpg,,,
Spinal-AI2024-subset1/000177.jpg,000177.jpg,,,
Spinal-AI2024-subset1/000178.jpg,000178.jpg,,,
Spinal-AI2024-subset1/000179.jpg,000179.jpg,,,
Spinal-AI2024-subset1/000180.jpg,000180.jpg,,,
Spinal-AI2024-subset1/000181.jpg,000181.jpg,,,
Spinal-AI2024-subset1/000182.jpg,000182.jpg,,,
Spinal-AI2024-subset1/000183.jpg,000183.jpg,,,
Spinal-AI2024-subset1/000184.jpg,000184.jpg,,,
Spinal-AI2024-subset1/000185.jpg,000185.jpg,,,
Spinal-AI2024-subset1/000186.jpg,000186.jpg,,,
Spinal-AI2024-subset1/000187.jpg,000187.jpg,,,
Spinal-AI2024-subset1/000188.jpg,000188.jpg,,,
Spinal-AI2024-subset1/000189.jpg,000189.jpg,,,
Spinal-AI2024-subset1/000190.jpg,000190.jpg,,,
Spinal-AI2024-subset1/000191.jpg,000191.jpg,,,
Spinal-AI2024-subset1/000192.jpg,000192.jpg,,,
Spinal-AI2024-subset1/000193.jpg,000193.jpg,,,
Spinal-AI2024-subset1/000194.jpg,000194.jpg,,,
Spinal-AI2024-subset1/000195.jpg,000195.jpg,,,
Spinal-AI2024-subset1/000196.jpg,000196.jpg,,,
Spinal-AI2024-subset1/000197.jpg,000197.jpg,,,
Spinal-AI2024-subset1/000198.jpg,000198.jpg,,,
Spinal-AI2024-subset1/000199.jpg,000199.jpg,,,
Spinal-AI2024-subset1/000200.jpg,000200.jpg,,,
Spinal-AI2024-subset1/000201.jpg,000201.jpg,,,
Spinal-AI2024-subset1/000202.jpg,000202.jpg,,,
Spinal-AI2024-subset1/000203.jpg,000203.jpg,,,
Spinal-AI2024-subset1/000204.jpg,000204.jpg,,,
Spinal-AI2024-subset1/000205.jpg,000205.jpg,,,
Spinal-AI2024-subset1/000206.jpg,000206.jpg,,,
Spinal-AI2024-subset1/000207.jpg,000207.jpg,,,
Spinal-AI2024-subset1/000208.jpg,000208.jpg,,,
Spinal-AI2024-subset1/000209.jpg,000209.jpg,,,
Spinal-AI2024-subset1/000210.jpg,000210.jpg,,,
Spinal-AI2024-subset1/000211.jpg,000211.jpg,,,
Spinal-AI2024-subset1/000212.jpg,000212.jpg,,,
Spinal-AI2024-subset1/000213.jpg,000213.jpg,,,
Spinal-AI2024-subset1/000214.jpg,000214.jpg,,,
Spinal-AI2024-subset1/000215.jpg,000215.jpg,,,
Spinal-AI2024-subset1/000216.jpg,000216.jpg,,,
Spinal-AI2024-subset1/000217.jpg,000217.jpg,,,
Spinal-AI2024-subset1/000218.jpg,000218.jpg,,,
Spinal-AI2024-subset1/000219.jpg,000219.jpg,,,
Spinal-AI2024-subset1/000220.jpg,000220.jpg,,,
Spinal-AI2024-subset1/000221.jpg,000221.jpg,,,
Spinal-AI2024-subset1/000222.jpg,000222.jpg,,,
Spinal-AI2024-subset1/000223.jpg,000223.jpg,,,
Spinal-AI2024-subset1/000224.jpg,000224.jpg,,,
Spinal-AI2024-subset1/000225.jpg,000225.jpg,,,
Spinal-AI2024-subset1/000226.jpg,000226.jpg,,,
Spinal-AI2024-subset1/000227.jpg,000227.jpg,,,
Spinal-AI2024-subset1/000228.jpg,000228.jpg,,,
Spinal-AI2024-subset1/000229.jpg,000229.jpg,,,
Spinal-AI2024-subset1/000230.jpg,000230.jpg,,,
Spinal-AI2024-subset1/000231.jpg,000231.jpg,,,
Spinal-AI2024-subset1/000232.jpg,000232.jpg,,,
Spinal-AI2024-subset1/000233.jpg,000233.jpg,,,
Spinal-AI2024-subset1/000234.jpg,000234.jpg,,,
Spinal-AI2024-subset1/000235.jpg,000235.jpg,,,
Spinal-AI2024-subset1/000236.jpg,000236.jpg,,,
Spinal-AI2024-subset1/000237.jpg,000237.jpg,,,
Spinal-AI2024-subset1/000238.jpg,000238.jpg,,,
Spinal-AI2024-subset1/000239.jpg,000239.jpg,,,
Spinal-AI2024-subset1/000240.jpg,000240.jpg,,,
Spinal-AI2024-subset1/000241.jpg,000241.jpg,,,
Spinal-AI2024-subset1/000242.jpg,000242.jpg,,,
Spinal-AI2024-subset1/000243.jpg,000243.jpg,,,
Spinal-AI2024-subset1/000244.jpg,000244.jpg,,,
Spinal-AI2024-subset1/000245.jpg,000245.jpg,,,
Spinal-AI2024-subset1/000246.jpg,000246.jpg,,,
Spinal-AI2024-subset1/000247.jpg,000247.jpg,,,
Spinal-AI2024-subset1/000248.jpg,000248.jpg,,,
Spinal-AI2024-subset1/000249.jpg,000249.jpg,,,
Spinal-AI2024-subset1/000250.jpg,000250.jpg,,,
Spinal-AI2024-subset1/000251.jpg,000251.jpg,,,
Spinal-AI2024-subset1/000252.jpg,000252.jpg,,,
Spinal-AI2024-subset1/000253.jpg,000253.jpg,,,
Spinal-AI2024-subset1/000254.jpg,000254.jpg,,,
Spinal-AI2024-subset1/000255.jpg,000255.jpg,,,
Spinal-AI2024-subset1/000256.jpg,000256.jpg,,,
Spinal-AI2024-subset1/000257.jpg,000257.jpg,,,
Spinal-AI2024-subset1/000258.jpg,000258.jpg,,,
Spinal-AI2024-subset1/000259.jpg,000259.jpg,,,
Spinal-AI2024-subset1/000260.jpg,000260.jpg,,,
Spinal-AI2024-subset1/000261.jpg,000261.jpg,,,
Spinal-AI2024-subset1/000262.jpg,000262.jpg,,,
Spinal-AI2024-subset1/000263.jpg,000263.jpg,,,
Spinal-AI2024-subset1/000264.jpg,000264.jpg,,,
Spinal-AI2024-subset1/000265.jpg,000265.jpg,,,
Spinal-AI2024-subset1/000266.jpg,000266.jpg,,,
Spinal-AI2024-subset1/000267.jpg,000267.jpg,,,
Spinal-AI2024-subset1/000268.jpg,000268.jpg,,,
Spinal-AI2024-subset1/000269.jpg,000269.jpg,,,
Spinal-AI2024-subset1/000270.jpg,000270.jpg,,,
Spinal-AI2024-subset1/000271.jpg,000271.jpg,,,
Spinal-AI2024-subset1/000272.jpg,000272.jpg,,,
Spinal-AI2024-subset1/000273.jpg,000273.jpg,,,
Spinal-AI2024-subset1/000274.jpg,000274.jpg,,,
Spinal-AI2024-subset1/000275.jpg,000275.jpg,,,
Spinal-AI2024-subset1/000276.jpg,000276.jpg,,,
Spinal-AI2024-subset1/000277.jpg,000277.jpg,,,
Spinal-AI2024-subset1/000278.jpg,000278.jpg,,,
Spinal-AI2024-subset1/000279.jpg,000279.jpg,,,
Spinal-AI2024-subset1/000280.jpg,000280.jpg,,,
Spinal-AI2024-subset1/000281.jpg,000281.jpg,,,
Spinal-AI2024-subset1/000282.jpg,000282.jpg,,,
Spinal-AI2024-subset1/000283.jpg,000283.jpg,,,
Spinal-AI2024-subset1/000284.jpg,000284.jpg,,,
Spinal-AI2024-subset1/000285.jpg,000285.jpg,,,
Spinal-AI2024-subset1/000286.jpg,000286.jpg,,,
Spinal-AI2024-subset1/000287.jpg,000287.jpg,,,
Spinal-AI2024-subset1/000288.jpg,000288.jpg,,,
Spinal-AI2024-subset1/000289.jpg,000289.jpg,,,
Spinal-AI2024-subset1/000290.jpg,000290.jpg,,,
Spinal-AI2024-subset1/000291.jpg,000291.jpg,,,
Spinal-AI2024-subset1/000292.jpg,000292.jpg,,,
Spinal-AI2024-subset1/000293.jpg,000293.jpg,,,
Spinal-AI2024-subset1/000294.jpg,000294.jpg,,,
Spinal-AI2024-subset1/000295.jpg,000295.jpg,,,
Spinal-AI2024-subset1/000296.jpg,000296.jpg,,,
Spinal-AI2024-subset1/000297.jpg,000297.jpg,,,
Spinal-AI2024-subset1/000298.jpg,000298.jpg,,,
Spinal-AI2024-subset1/000299.jpg,000299.jpg,,,
Spinal-AI2024-subset1/000300.jpg,000300.jpg,,,
